uid,source,orig_id,artist,title,genre,lyrics_path
fma_026034,fma,26034,Cvees,Dro Please,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",data/lyrics/fma_026034.txt
fma_026036,fma,26036,Cvees,Spread Love to Ya,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",data/lyrics/fma_026036.txt
fma_026244,fma,26244,The Yummy Fur,Policeman,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_026244.txt
fma_026542,fma,26542,The Black Hollies,Gloomy Monday Morning,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_026542.txt
fma_027548,fma,27548,Frau,Mesin Penenun Hujan,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_027548.txt
fma_027550,fma,27550,Frau,Sepasang Kekasih Yang Pertama Bercinta Di Luar Angkasa,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_027550.txt
fma_027552,fma,27552,Frau,Glow,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_027552.txt
fma_028260,fma,28260,Cloud Nothings,Leave You Forever,"[{'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_028260.txt
fma_029271,fma,29271,Dan Bryk,Discount Store,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_029271.txt
fma_029816,fma,29816,Future Islands,In The Fall,"[{'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}]",data/lyrics/fma_029816.txt
fma_029817,fma,29817,Future Islands,Swept Inside,"[{'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}]",data/lyrics/fma_029817.txt
fma_029818,fma,29818,Future Islands,Inch Of Dust,"[{'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}]",data/lyrics/fma_029818.txt
fma_029819,fma,29819,Future Islands,Walking Through That Door,"[{'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}]",data/lyrics/fma_029819.txt
fma_030135,fma,30135,Valley Lodge,Hey,"[{'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_030135.txt
fma_030521,fma,30521,Trash80,Missing You,"[{'genre_id': '240', 'genre_title': 'Chiptune', 'genre_url': 'http://freemusicarchive.org/genre/Chiptune/'}, {'genre_id': '296', 'genre_title': 'Dance', 'genre_url': 'http://freemusicarchive.org/genre/Dance/'}, {'genre_id': '297', 'genre_title': 'Chip Music', 'genre_url': 'http://freemusicarchive.org/genre/Chip_Music/'}]",data/lyrics/fma_030521.txt
fma_031131,fma,31131,John McCormack,Roses of Picardy,"[{'genre_id': '8', 'genre_title': 'Old-Time / Historic', 'genre_url': 'http://freemusicarchive.org/genre/Old-Time__Historic/'}]",data/lyrics/fma_031131.txt
fma_031257,fma,31257,Gorod,Blackout,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}]",data/lyrics/fma_031257.txt
fma_032080,fma,32080,Single Bullet Theory,Keep It Tight,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_032080.txt
fma_032451,fma,32451,Sic Alps,Do You Want To Give $$?,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_032451.txt
fma_032759,fma,32759,Heifervescent,And The Pond Life Flourished,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_032759.txt
fma_032767,fma,32767,Coliseum,Blind in One Eye,"[{'genre_id': '109', 'genre_title': 'Hardcore', 'genre_url': 'http://freemusicarchive.org/genre/Hardcore/'}]",data/lyrics/fma_032767.txt
fma_032768,fma,32768,Coliseum,Crime and the City,"[{'genre_id': '109', 'genre_title': 'Hardcore', 'genre_url': 'http://freemusicarchive.org/genre/Hardcore/'}]",data/lyrics/fma_032768.txt
fma_032769,fma,32769,Coliseum,Defeater,"[{'genre_id': '109', 'genre_title': 'Hardcore', 'genre_url': 'http://freemusicarchive.org/genre/Hardcore/'}]",data/lyrics/fma_032769.txt
fma_032771,fma,32771,Coliseum,Everything to Everyone,"[{'genre_id': '109', 'genre_title': 'Hardcore', 'genre_url': 'http://freemusicarchive.org/genre/Hardcore/'}]",data/lyrics/fma_032771.txt
fma_032774,fma,32774,Coliseum,Year of the Pig,"[{'genre_id': '109', 'genre_title': 'Hardcore', 'genre_url': 'http://freemusicarchive.org/genre/Hardcore/'}]",data/lyrics/fma_032774.txt
fma_032849,fma,32849,Yatagarasu,Sensory Payload,"[{'genre_id': '183', 'genre_title': 'Glitch', 'genre_url': 'http://freemusicarchive.org/genre/Glitch/'}, {'genre_id': '185', 'genre_title': 'Breakcore - Hard', 'genre_url': 'http://freemusicarchive.org/genre/Breakcore_-_Hard/'}, {'genre_id': '236', 'genre_title': 'IDM', 'genre_url': 'http://freemusicarchive.org/genre/IDM/'}, {'genre_id': '240', 'genre_title': 'Chiptune', 'genre_url': 'http://freemusicarchive.org/genre/Chiptune/'}, {'genre_id': '297', 'genre_title': 'Chip Music', 'genre_url': 'http://freemusicarchive.org/genre/Chip_Music/'}, {'genre_id': '468', 'genre_title': 'Dubstep', 'genre_url': 'http://freemusicarchive.org/genre/Dubstep/'}]",data/lyrics/fma_032849.txt
fma_033034,fma,33034,Asthmaboy,Disappearing Trick,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_033034.txt
fma_033067,fma,33067,Chico Trujillo,Gran Pecador,"[{'genre_id': '2', 'genre_title': 'International', 'genre_url': 'http://freemusicarchive.org/genre/International/'}, {'genre_id': '46', 'genre_title': 'Latin America', 'genre_url': 'http://freemusicarchive.org/genre/Latin_America/'}, {'genre_id': '502', 'genre_title': 'Cumbia', 'genre_url': 'http://freemusicarchive.org/genre/Cumbia/'}]",data/lyrics/fma_033067.txt
fma_033068,fma,33068,Chico Trujillo,Loca,"[{'genre_id': '2', 'genre_title': 'International', 'genre_url': 'http://freemusicarchive.org/genre/International/'}, {'genre_id': '46', 'genre_title': 'Latin America', 'genre_url': 'http://freemusicarchive.org/genre/Latin_America/'}, {'genre_id': '502', 'genre_title': 'Cumbia', 'genre_url': 'http://freemusicarchive.org/genre/Cumbia/'}]",data/lyrics/fma_033068.txt
fma_033072,fma,33072,Chico Trujillo,Lanzaplatos,"[{'genre_id': '2', 'genre_title': 'International', 'genre_url': 'http://freemusicarchive.org/genre/International/'}, {'genre_id': '46', 'genre_title': 'Latin America', 'genre_url': 'http://freemusicarchive.org/genre/Latin_America/'}, {'genre_id': '502', 'genre_title': 'Cumbia', 'genre_url': 'http://freemusicarchive.org/genre/Cumbia/'}]",data/lyrics/fma_033072.txt
fma_033166,fma,33166,The Ettes,Crown of Age,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033166.txt
fma_033460,fma,33460,Unrest,So Sick,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_033460.txt
fma_033461,fma,33461,Unrest,Make Out Club,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_033461.txt
fma_033463,fma,33463,Unrest,Isabel,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_033463.txt
fma_033464,fma,33464,Unrest,June,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_033464.txt
fma_033465,fma,33465,Unrest,West Coast Love Affair,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_033465.txt
fma_033466,fma,33466,Unrest,I Do Believe You Are Blushing,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_033466.txt
fma_033533,fma,33533,Kristin Hersh,Slippershell,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033533.txt
fma_033534,fma,33534,Kristin Hersh,Torque,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033534.txt
fma_033535,fma,33535,Kristin Hersh,Around Dusk,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033535.txt
fma_033536,fma,33536,Kristin Hersh,Morning Birds,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033536.txt
fma_033537,fma,33537,Kristin Hersh,Speedbath,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033537.txt
fma_033538,fma,33538,Calexico,Roka,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033538.txt
fma_033539,fma,33539,Calexico,Bend To The Road,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033539.txt
fma_033540,fma,33540,Calexico,Inspiracion,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033540.txt
fma_033541,fma,33541,Calexico,Crystal Frontier,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033541.txt
fma_033542,fma,33542,Calexico,Two Silver Trees,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033542.txt
fma_033543,fma,33543,Calexico,Red Blooms,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033543.txt
fma_033545,fma,33545,Calexico,Man Made Lake,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033545.txt
fma_033546,fma,33546,Calexico,Fractured Air,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033546.txt
fma_033547,fma,33547,Calexico,All Systems Red,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_033547.txt
fma_035525,fma,35525,Lorenzo's Music,Inamorata,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_035525.txt
fma_035527,fma,35527,Lorenzo's Music,Downtown,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_035527.txt
fma_035530,fma,35530,Lorenzo's Music,Voomp Boomp,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_035530.txt
fma_035532,fma,35532,Lorenzo's Music,Fervor,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_035532.txt
fma_035534,fma,35534,Lorenzo's Music,Feed The One,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_035534.txt
fma_035535,fma,35535,Lorenzo's Music,Old Old Story,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_035535.txt
fma_035537,fma,35537,Lorenzo's Music,Indian Summer,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_035537.txt
fma_035539,fma,35539,Lorenzo's Music,Oh Oh Oh,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_035539.txt
fma_035543,fma,35543,Lorenzo's Music,It Could Be You,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_035543.txt
fma_035544,fma,35544,Garmisch,Facing the Sea,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}, {'genre_id': '362', 'genre_title': 'Synth Pop', 'genre_url': 'http://freemusicarchive.org/genre/Synth_Pop/'}]",data/lyrics/fma_035544.txt
fma_036518,fma,36518,Lou Barlow,Home,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_036518.txt
fma_036525,fma,36525,Lou Barlow,Caterpillar Girl,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_036525.txt
fma_037329,fma,37329,Batillus,The Division,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}, {'genre_id': '90', 'genre_title': 'Sludge', 'genre_url': 'http://freemusicarchive.org/genre/Sludge/'}]",data/lyrics/fma_037329.txt
fma_037330,fma,37330,Batillus,Uncreator,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}, {'genre_id': '90', 'genre_title': 'Sludge', 'genre_url': 'http://freemusicarchive.org/genre/Sludge/'}]",data/lyrics/fma_037330.txt
fma_037728,fma,37728,Bardo Pond,Just Once,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_037728.txt
fma_037729,fma,37729,Bardo Pond,Absence,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_037729.txt
fma_037730,fma,37730,Bardo Pond,Sometimes Words,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_037730.txt
fma_037731,fma,37731,Bardo Pond,Limerick,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_037731.txt
fma_038743,fma,38743,Bardo Pond,Absence,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_038743.txt
fma_038745,fma,38745,Bardo Pond,Straw Dog,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/lyrics/fma_038745.txt
fma_040122,fma,40122,Sun Araw,Deep Cover,"[{'genre_id': '38', 'genre_title': 'Experimental', 'genre_url': 'http://freemusicarchive.org/genre/Experimental/'}, {'genre_id': '47', 'genre_title': 'Drone', 'genre_url': 'http://freemusicarchive.org/genre/Drone/'}]",data/lyrics/fma_040122.txt
fma_040938,fma,40938,The Sights,Not As Pretty,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_040938.txt
fma_040939,fma,40939,The Sights,Tick Talk Lies,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_040939.txt
fma_040985,fma,40985,Xiu Xiu,Chocolate Makes You Happy,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_040985.txt
fma_041191,fma,41191,Weyes Blood,Candyboy,"[{'genre_id': '33', 'genre_title': 'Psych-Folk', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Folk/'}]",data/lyrics/fma_041191.txt
fma_041192,fma,41192,Weyes Blood,Storms That Breed,"[{'genre_id': '33', 'genre_title': 'Psych-Folk', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Folk/'}]",data/lyrics/fma_041192.txt
fma_041452,fma,41452,Dragan Espenschied,P2P,"[{'genre_id': '240', 'genre_title': 'Chiptune', 'genre_url': 'http://freemusicarchive.org/genre/Chiptune/'}]",data/lyrics/fma_041452.txt
fma_041759,fma,41759,Salman Aditya,Raindrops,"[{'genre_id': '538', 'genre_title': 'Compilation', 'genre_url': 'http://freemusicarchive.org/genre/compilation/'}]",data/lyrics/fma_041759.txt
fma_042044,fma,42044,NanowaR Of Steel,NanowaR,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}]",data/lyrics/fma_042044.txt
fma_043509,fma,43509,Fergus & Geronimo,Powerful Lovin,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}]",data/lyrics/fma_043509.txt
fma_043609,fma,43609,Lorenzo's Music,Downtown,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_043609.txt
fma_043612,fma,43612,Lorenzo's Music,Voomp Boomp,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_043612.txt
fma_043613,fma,43613,Lorenzo's Music,Roulette,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_043613.txt
fma_043614,fma,43614,Lorenzo's Music,Fervor,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_043614.txt
fma_043615,fma,43615,Lorenzo's Music,Indian Summer,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_043615.txt
fma_043616,fma,43616,Lorenzo's Music,Feed The One,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_043616.txt
fma_043617,fma,43617,Lorenzo's Music,Hot Water Avalanche,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_043617.txt
fma_044194,fma,44194,East Of The Wall,The Ladder,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}]",data/lyrics/fma_044194.txt
fma_044195,fma,44195,Made Out Of Babies,Invisible Ink,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}]",data/lyrics/fma_044195.txt
fma_044197,fma,44197,Black Anvil,The Evil Of All Roots,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}]",data/lyrics/fma_044197.txt
fma_044203,fma,44203,Hung,Desert of Sad,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}]",data/lyrics/fma_044203.txt
fma_044207,fma,44207,Incendiary,Victory in Defeat,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}]",data/lyrics/fma_044207.txt
fma_044277,fma,44277,Tombs,The Great Silence,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}]",data/lyrics/fma_044277.txt
fma_044283,fma,44283,Krallice,Autochthon,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}]",data/lyrics/fma_044283.txt
fma_044286,fma,44286,IKILLYA,Godsize,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}]",data/lyrics/fma_044286.txt
fma_045141,fma,45141,Computer Magic,The End of Time,"[{'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}]",data/lyrics/fma_045141.txt
fma_046025,fma,46025,Obits,Talking To The Dog,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",data/lyrics/fma_046025.txt
fma_046026,fma,46026,Obits,I Want Results,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",data/lyrics/fma_046026.txt
fma_046135,fma,46135,Batillus,Deadweight,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}, {'genre_id': '90', 'genre_title': 'Sludge', 'genre_url': 'http://freemusicarchive.org/genre/Sludge/'}]",data/lyrics/fma_046135.txt
fma_046136,fma,46136,Batillus,What Heart,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}, {'genre_id': '90', 'genre_title': 'Sludge', 'genre_url': 'http://freemusicarchive.org/genre/Sludge/'}]",data/lyrics/fma_046136.txt
fma_046137,fma,46137,Batillus,Cast,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}, {'genre_id': '90', 'genre_title': 'Sludge', 'genre_url': 'http://freemusicarchive.org/genre/Sludge/'}]",data/lyrics/fma_046137.txt
fma_046475,fma,46475,Jacuzzi Boys,Fruits,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_046475.txt
fma_047676,fma,47676,Lifeguards,Paradise Is Not So Bad,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/lyrics/fma_047676.txt
fma_047741,fma,47741,Mujeres,L.A.,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_047741.txt
fma_047742,fma,47742,Mujeres,Frantic,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_047742.txt
fma_047743,fma,47743,Mujeres,Blood Meridian,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_047743.txt
fma_047895,fma,47895,Superhumanoids,Malta,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/lyrics/fma_047895.txt
fma_047916,fma,47916,Dumbo Gets Mad,Plumy Tale,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_047916.txt
fma_047921,fma,47921,Dumbo Gets Mad,Eclectic Prawn,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/lyrics/fma_047921.txt
fma_047951,fma,47951,Screaming Females,Sheep,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_047951.txt
fma_047955,fma,47955,Screaming Females,Buried in the Nude,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_047955.txt
fma_047956,fma,47956,Screaming Females,Ghost Solo,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/lyrics/fma_047956.txt
fma_048910,fma,48910,White Mystery,Birthday,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/lyrics/fma_048910.txt
fma_049029,fma,49029,Mia Doi Todd,Summer Lover,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/lyrics/fma_049029.txt
