uid,source,orig_id,artist,title,genre,audio_path
fma_046025,fma,46025,Obits,Talking To The Dog,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",data/audio/fma_046025.mp3
fma_046026,fma,46026,Obits,I Want Results,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",data/audio/fma_046026.mp3
fma_046135,fma,46135,Batillus,Deadweight,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}, {'genre_id': '90', 'genre_title': 'Sludge', 'genre_url': 'http://freemusicarchive.org/genre/Sludge/'}]",data/audio/fma_046135.mp3
fma_046136,fma,46136,Batillus,What Heart,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}, {'genre_id': '90', 'genre_title': 'Sludge', 'genre_url': 'http://freemusicarchive.org/genre/Sludge/'}]",data/audio/fma_046136.mp3
fma_046137,fma,46137,Batillus,Cast,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}, {'genre_id': '90', 'genre_title': 'Sludge', 'genre_url': 'http://freemusicarchive.org/genre/Sludge/'}]",data/audio/fma_046137.mp3
fma_046475,fma,46475,Jacuzzi Boys,Fruits,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_046475.mp3
fma_047676,fma,47676,Lifeguards,Paradise Is Not So Bad,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/audio/fma_047676.mp3
fma_047741,fma,47741,Mujeres,L.A.,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_047741.mp3
fma_047742,fma,47742,Mujeres,Frantic,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_047742.mp3
fma_047743,fma,47743,Mujeres,Blood Meridian,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_047743.mp3
fma_047895,fma,47895,Superhumanoids,Malta,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/audio/fma_047895.mp3
fma_047916,fma,47916,Dumbo Gets Mad,Plumy Tale,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_047916.mp3
fma_047921,fma,47921,Dumbo Gets Mad,Eclectic Prawn,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_047921.mp3
fma_047951,fma,47951,Screaming Females,Sheep,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_047951.mp3
fma_047955,fma,47955,Screaming Females,Buried in the Nude,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_047955.mp3
fma_047956,fma,47956,Screaming Females,Ghost Solo,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_047956.mp3
fma_048910,fma,48910,White Mystery,Birthday,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_048910.mp3
fma_049029,fma,49029,Mia Doi Todd,Summer Lover,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_049029.mp3
fma_049030,fma,49030,Mia Doi Todd,Under The Sun,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_049030.mp3
fma_049031,fma,49031,Mia Doi Todd,La Havana,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_049031.mp3
fma_049032,fma,49032,Mia Doi Todd,The Rising Tide,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_049032.mp3
fma_049355,fma,49355,The Barracudas,Surfers Are Back,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_049355.mp3
fma_049361,fma,49361,The Barracudas,Summer Fun,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_049361.mp3
fma_049605,fma,49605,Eliza Rickman,Black Rose,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_049605.mp3
fma_049607,fma,49607,Eliza Rickman,Cinnamon Bone,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_049607.mp3
fma_049843,fma,49843,My Bubba & Mi,Gone,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",data/audio/fma_049843.mp3
fma_050276,fma,50276,David Rovics,The Commons,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_050276.mp3
fma_050616,fma,50616,Laura Stevenson,Holy Ghost,"[{'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_050616.mp3
fma_050617,fma,50617,Laura Stevenson,The Hole,"[{'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_050617.mp3
fma_050618,fma,50618,Laura Stevenson,Amphibian,"[{'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_050618.mp3
fma_050619,fma,50619,Laura Stevenson,Caretaker,"[{'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_050619.mp3
fma_050620,fma,50620,Laura Stevenson,I See Dark,"[{'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_050620.mp3
fma_050621,fma,50621,Laura Stevenson,Barnacles,"[{'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_050621.mp3
fma_050622,fma,50622,Laura Stevenson,Nervous Rex,"[{'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_050622.mp3
fma_050623,fma,50623,Laura Stevenson,A Shine To It,"[{'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_050623.mp3
fma_050812,fma,50812,Obits,Talking To The Dog,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_050812.mp3
fma_051272,fma,51272,Work Drugs,Summer Blood,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/audio/fma_051272.mp3
fma_051309,fma,51309,Times New Viking,Ever Falling In Love,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_051309.mp3
fma_051317,fma,51317,Times New Viking,New Vertical Dwellings,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_051317.mp3
fma_051596,fma,51596,Raspberry Bulbs,Before Man,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '167', 'genre_title': 'Black-Metal', 'genre_url': 'http://freemusicarchive.org/genre/Black-Metal/'}]",data/audio/fma_051596.mp3
fma_051712,fma,51712,Urge Overkill,Poison Flower,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",data/audio/fma_051712.mp3
fma_051713,fma,51713,Urge Overkill,Vacation In Tokyo,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",data/audio/fma_051713.mp3
fma_051715,fma,51715,Urge Overkill,Back On Me,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",data/audio/fma_051715.mp3
fma_052007,fma,52007,The Men,Open Your Heart,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",data/audio/fma_052007.mp3
fma_052008,fma,52008,The Men,Think,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",data/audio/fma_052008.mp3
fma_052220,fma,52220,Grooms,Skating With Girl,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_052220.mp3
fma_052222,fma,52222,Grooms,Prom,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_052222.mp3
fma_052351,fma,52351,Inkubus Sukkubus,Messalina,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/audio/fma_052351.mp3
fma_052354,fma,52354,Inkubus Sukkubus,Take My Hunger,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/audio/fma_052354.mp3
fma_052355,fma,52355,Inkubus Sukkubus,Night Angel,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/audio/fma_052355.mp3
fma_052358,fma,52358,Inkubus Sukkubus,Love Eternal,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/audio/fma_052358.mp3
fma_052359,fma,52359,Inkubus Sukkubus,City of the Dead,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/audio/fma_052359.mp3
fma_052360,fma,52360,Inkubus Sukkubus,Heart of Lilith,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/audio/fma_052360.mp3
fma_052361,fma,52361,Inkubus Sukkubus,Lose Yourself at the Nymphaeum,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/audio/fma_052361.mp3
fma_052362,fma,52362,Inkubus Sukkubus,Wytches,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/audio/fma_052362.mp3
fma_052363,fma,52363,Inkubus Sukkubus,Catherine,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '314', 'genre_title': 'Goth', 'genre_url': 'http://freemusicarchive.org/genre/Goth/'}]",data/audio/fma_052363.mp3
fma_052547,fma,52547,The Ettes,Excuse,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_052547.mp3
fma_052946,fma,52946,Marissa Nadler,Wedding,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_052946.mp3
fma_052947,fma,52947,Marissa Nadler,Little King,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_052947.mp3
fma_052951,fma,52951,Marissa Nadler,Alabaster Queen,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_052951.mp3
fma_052953,fma,52953,Marissa Nadler,Your Heart Is A Twisted Vine,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_052953.mp3
fma_052954,fma,52954,Marissa Nadler,Wind Up Doll,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_052954.mp3
fma_053344,fma,53344,Ed Schrader's Music Beat,Traveling,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_053344.mp3
fma_054234,fma,54234,Ivy,Suspicious,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/audio/fma_054234.mp3
fma_054235,fma,54235,Ivy,Fascinated,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/audio/fma_054235.mp3
fma_054236,fma,54236,Ivy,Thinking About You,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/audio/fma_054236.mp3
fma_054237,fma,54237,Ivy,Edge Of The Ocean,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",data/audio/fma_054237.mp3
fma_054930,fma,54930,Mikal Cronin,You Gotta Have Someone,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_054930.mp3
fma_055111,fma,55111,Alaclair Ensemble,Intergalactique,"[{'genre_id': '14', 'genre_title': 'Soul-RnB', 'genre_url': 'http://freemusicarchive.org/genre/Soul-RB/'}]",data/audio/fma_055111.mp3
fma_055113,fma,55113,Alaclair Ensemble,Le magicien,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}, {'genre_id': '539', 'genre_title': 'Rap', 'genre_url': 'http://freemusicarchive.org/genre/rap/'}]",data/audio/fma_055113.mp3
fma_055114,fma,55114,Alaclair Ensemble,Drave-by,"[{'genre_id': '811', 'genre_title': 'Hip-Hop Beats', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop_Beats/'}]",data/audio/fma_055114.mp3
fma_055115,fma,55115,Alaclair Ensemble,Stool pas,"[{'genre_id': '811', 'genre_title': 'Hip-Hop Beats', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop_Beats/'}]",data/audio/fma_055115.mp3
fma_055116,fma,55116,Alaclair Ensemble,Galvaude,"[{'genre_id': '811', 'genre_title': 'Hip-Hop Beats', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop_Beats/'}]",data/audio/fma_055116.mp3
fma_055117,fma,55117,Alaclair Ensemble,Teflon dons,"[{'genre_id': '811', 'genre_title': 'Hip-Hop Beats', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop_Beats/'}]",data/audio/fma_055117.mp3
fma_055118,fma,55118,Alaclair Ensemble,Moule graine,"[{'genre_id': '811', 'genre_title': 'Hip-Hop Beats', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop_Beats/'}]",data/audio/fma_055118.mp3
fma_055120,fma,55120,Alaclair Ensemble,Patate chaude,"[{'genre_id': '811', 'genre_title': 'Hip-Hop Beats', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop_Beats/'}]",data/audio/fma_055120.mp3
fma_055122,fma,55122,Alaclair Ensemble,Trace de break,"[{'genre_id': '811', 'genre_title': 'Hip-Hop Beats', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop_Beats/'}]",data/audio/fma_055122.mp3
fma_055124,fma,55124,Alaclair Ensemble,Le roé,"[{'genre_id': '811', 'genre_title': 'Hip-Hop Beats', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop_Beats/'}]",data/audio/fma_055124.mp3
fma_055255,fma,55255,Zounds,Little Bit More,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}]",data/audio/fma_055255.mp3
fma_055402,fma,55402,The Soft Moon,Total Decay,"[{'genre_id': '26', 'genre_title': 'Post-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Post-Rock/'}, {'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",data/audio/fma_055402.mp3
fma_056169,fma,56169,The Black Hollies,Gloomy Monday Morning,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_056169.mp3
fma_056547,fma,56547,Obits,Run,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_056547.mp3
fma_056549,fma,56549,Obits,You Gotta Lose,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_056549.mp3
fma_056551,fma,56551,Obits,Everything Looks Better In The Sun,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_056551.mp3
fma_056883,fma,56883,Wooden Shjips,Lazy Bones,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/audio/fma_056883.mp3
fma_056929,fma,56929,Jack Ruby,Hit and Run,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '71', 'genre_title': 'No Wave', 'genre_url': 'http://freemusicarchive.org/genre/No_Wave/'}]",data/audio/fma_056929.mp3
fma_057041,fma,57041,Las Robertas,Inside and Out,"[{'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}, {'genre_id': '53', 'genre_title': 'Noise-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Noise-Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_057041.mp3
fma_057253,fma,57253,Mueran Humanos,Horas Tristes,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_057253.mp3
fma_057254,fma,57254,Mueran Humanos,Cosméticos Para Cristo,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_057254.mp3
fma_057255,fma,57255,Mueran Humanos,Monstruo,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_057255.mp3
fma_057256,fma,57256,Mueran Humanos,Festival de las Luces,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_057256.mp3
fma_057433,fma,57433,Rabbit Island,My Own Private,"[{'genre_id': '538', 'genre_title': 'Compilation', 'genre_url': 'http://freemusicarchive.org/genre/compilation/'}]",data/audio/fma_057433.mp3
fma_058221,fma,58221,Sick of Sarah,Kick Back,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_058221.mp3
fma_058604,fma,58604,Mike Viola,Soundtrack of My Summer,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_058604.mp3
fma_059904,fma,59904,Chelsea Wolfe,Pale On Pale,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_059904.mp3
fma_059911,fma,59911,DIVE,Sometime,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_059911.mp3
fma_059917,fma,59917,Light Asylum,End Of Days,"[{'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}, {'genre_id': '296', 'genre_title': 'Dance', 'genre_url': 'http://freemusicarchive.org/genre/Dance/'}]",data/audio/fma_059917.mp3
fma_060281,fma,60281,Enrico Caruso,O Sole Mio,"[{'genre_id': '8', 'genre_title': 'Old-Time / Historic', 'genre_url': 'http://freemusicarchive.org/genre/Old-Time__Historic/'}]",data/audio/fma_060281.mp3
