uid,artist,title,audio_path,lyrics_path,genre_label
fma_084289,Mudhoney,Chardonnay,data/audio/fma_084289.mp3,data/lyrics/fma_084289.txt,Rock
fma_084290,Mudhoney,Slipping Away,data/audio/fma_084290.mp3,data/lyrics/fma_084290.txt,Rock
fma_084291,Mudhoney,I Like It Small,data/audio/fma_084291.mp3,data/lyrics/fma_084291.txt,Rock
fma_084293,Mudhoney,The Final Course,data/audio/fma_084293.mp3,data/lyrics/fma_084293.txt,Rock
fma_084742,Ravi Shavi,Indecisions,data/audio/fma_084742.mp3,data/lyrics/fma_084742.txt,Rock
fma_084767,Dropdead,Paths Of Glory,data/audio/fma_084767.mp3,data/lyrics/fma_084767.txt,Punk
fma_085701,Career Suicide,The Last Say,data/audio/fma_085701.mp3,data/lyrics/fma_085701.txt,Punk
fma_085707,Career Suicide,Attempted Suicide,data/audio/fma_085707.mp3,data/lyrics/fma_085707.txt,Punk
fma_085969,Seaven Teares,Grown Woman,data/audio/fma_085969.mp3,data/lyrics/fma_085969.txt,Folk
fma_086299,Broken Water,Heal,data/audio/fma_086299.mp3,data/lyrics/fma_086299.txt,Noise-Rock
fma_086335,The Laurels,Tidal Wave,data/audio/fma_086335.mp3,data/lyrics/fma_086335.txt,Rock
fma_087322,Sally Seltmann,The Truth,data/audio/fma_087322.mp3,data/lyrics/fma_087322.txt,Pop
fma_087324,Sally Seltmann,Harmony To My Heartbeat,data/audio/fma_087324.mp3,data/lyrics/fma_087324.txt,Pop
fma_087325,Sally Seltmann,On The Borderline,data/audio/fma_087325.mp3,data/lyrics/fma_087325.txt,Pop
fma_088846,Josh Woodward,Stickybee,data/audio/fma_088846.mp3,data/lyrics/fma_088846.txt,Folk
fma_088848,Josh Woodward,Gravity,data/audio/fma_088848.mp3,data/lyrics/fma_088848.txt,Folk
fma_088854,Josh Woodward,Methylchloroisothiazolinone,data/audio/fma_088854.mp3,data/lyrics/fma_088854.txt,Folk
fma_088856,Josh Woodward,Nincompoop,data/audio/fma_088856.mp3,data/lyrics/fma_088856.txt,Folk
fma_088858,Josh Woodward,The Vagabond,data/audio/fma_088858.mp3,data/lyrics/fma_088858.txt,Folk
fma_088860,Josh Woodward,The Raven and the Swan,data/audio/fma_088860.mp3,data/lyrics/fma_088860.txt,Folk
fma_088861,Josh Woodward,Cien Volando,data/audio/fma_088861.mp3,data/lyrics/fma_088861.txt,Folk
fma_088863,Josh Woodward,Gallows Hill,data/audio/fma_088863.mp3,data/lyrics/fma_088863.txt,Folk
fma_088864,Josh Woodward,Insomnia,data/audio/fma_088864.mp3,data/lyrics/fma_088864.txt,Folk
fma_088867,Josh Woodward,Omaha,data/audio/fma_088867.mp3,data/lyrics/fma_088867.txt,Folk
fma_088868,Josh Woodward,But It Did,data/audio/fma_088868.mp3,data/lyrics/fma_088868.txt,Folk
fma_089445,Shad + Skratch Bastid,Outta My Head,data/audio/fma_089445.mp3,data/lyrics/fma_089445.txt,Hip-Hop
fma_089535,Opale,Sparkles and Wine,data/audio/fma_089535.mp3,data/lyrics/fma_089535.txt,Electronic
fma_090404,Wreck and Reference,All the Ships Have Been Abandoned,data/audio/fma_090404.mp3,data/lyrics/fma_090404.txt,Metal
fma_090406,Wreck and Reference,Surrendering,data/audio/fma_090406.mp3,data/lyrics/fma_090406.txt,Metal
fma_090411,Wreck and Reference,Evening Redness,data/audio/fma_090411.mp3,data/lyrics/fma_090411.txt,Metal
fma_090652,Wreck and Reference,A Lament,data/audio/fma_090652.mp3,data/lyrics/fma_090652.txt,Metal
fma_090805,The Monochrome Set,Eine Symphonie Des Grauens,data/audio/fma_090805.mp3,data/lyrics/fma_090805.txt,Post-Punk
fma_090827,The Mantles,Hello,data/audio/fma_090827.mp3,data/lyrics/fma_090827.txt,Pop
fma_091099,Rachel Ries,Willow,data/audio/fma_091099.mp3,data/lyrics/fma_091099.txt,Folk
fma_091100,Rachel Ries,Holiest Day,data/audio/fma_091100.mp3,data/lyrics/fma_091100.txt,Folk
fma_091321,Obits,Spun Out,data/audio/fma_091321.mp3,data/lyrics/fma_091321.txt,Rock
fma_091323,Obits,Taste the Diff,data/audio/fma_091323.mp3,data/lyrics/fma_091323.txt,Rock
fma_091348,The Mantles,Shadow of Your Step,data/audio/fma_091348.mp3,data/lyrics/fma_091348.txt,Pop
fma_091439,Bleeding Rainbow,Waking Dream,data/audio/fma_091439.mp3,data/lyrics/fma_091439.txt,Rock
fma_091441,Bleeding Rainbow,Images,data/audio/fma_091441.mp3,data/lyrics/fma_091441.txt,Rock
fma_091456,Free Pizza,WHY,data/audio/fma_091456.mp3,data/lyrics/fma_091456.txt,Post-Punk
fma_091914,Cosmonauts,Sweet Talk,data/audio/fma_091914.mp3,data/lyrics/fma_091914.txt,Psych-Rock
fma_091918,Cosmonauts,Shaker,data/audio/fma_091918.mp3,data/lyrics/fma_091918.txt,Psych-Rock
fma_091934,Zachary Cale,Hold Fast,data/audio/fma_091934.mp3,data/lyrics/fma_091934.txt,Folk
fma_091935,Zachary Cale,Wayward Son,data/audio/fma_091935.mp3,data/lyrics/fma_091935.txt,Folk
fma_091941,Dirty Beaches,Night Walk,data/audio/fma_091941.mp3,data/lyrics/fma_091941.txt,Electronic
fma_091944,Dirty Beaches,I Dream In Neon,data/audio/fma_091944.mp3,data/lyrics/fma_091944.txt,Electronic
fma_091958,Graeme Mark,Catch The Knife,data/audio/fma_091958.mp3,data/lyrics/fma_091958.txt,Singer-Songwriter
fma_093026,Chastity Belt,Joke,data/audio/fma_093026.mp3,data/lyrics/fma_093026.txt,Rock
fma_093027,Chastity Belt,Seattle Party,data/audio/fma_093027.mp3,data/lyrics/fma_093027.txt,Rock
fma_093028,Chastity Belt,Lydia,data/audio/fma_093028.mp3,data/lyrics/fma_093028.txt,Rock
fma_093029,Chastity Belt,Drone,data/audio/fma_093029.mp3,data/lyrics/fma_093029.txt,Rock
fma_093030,Chastity Belt,Black Sail,data/audio/fma_093030.mp3,data/lyrics/fma_093030.txt,Rock
fma_093032,Chastity Belt,Full,data/audio/fma_093032.mp3,data/lyrics/fma_093032.txt,Rock
fma_093033,Chastity Belt,Cadaver,data/audio/fma_093033.mp3,data/lyrics/fma_093033.txt,Rock
fma_095248,Valley Lodge,Go,data/audio/fma_095248.mp3,data/lyrics/fma_095248.txt,Power-Pop
fma_095250,Valley Lodge,Sweet Elizabeth,data/audio/fma_095250.mp3,data/lyrics/fma_095250.txt,Power-Pop
fma_095908,Suicidal Rap Orgy,pyogenic ulcer,data/audio/fma_095908.mp3,data/lyrics/fma_095908.txt,Hip-Hop
fma_095910,Suicidal Rap Orgy,Murder Rap,data/audio/fma_095910.mp3,data/lyrics/fma_095910.txt,Hip-Hop
fma_095911,Suicidal Rap Orgy,blood clot lunch,data/audio/fma_095911.mp3,data/lyrics/fma_095911.txt,Hip-Hop
fma_095912,Suicidal Rap Orgy,blood fart,data/audio/fma_095912.mp3,data/lyrics/fma_095912.txt,Hip-Hop
fma_095914,Suicidal Rap Orgy,Genital Warfare,data/audio/fma_095914.mp3,data/lyrics/fma_095914.txt,Hip-Hop
fma_095915,Suicidal Rap Orgy,The Penis Lord,data/audio/fma_095915.mp3,data/lyrics/fma_095915.txt,Hip-Hop
fma_096713,Evil Sword,Always Hungry,data/audio/fma_096713.mp3,data/lyrics/fma_096713.txt,Punk
fma_096759,Protomartyr,Maidenhead,data/audio/fma_096759.mp3,data/lyrics/fma_096759.txt,Post-Punk
fma_096760,Protomartyr,Machinist Man,data/audio/fma_096760.mp3,data/lyrics/fma_096760.txt,Post-Punk
fma_096766,Protomartyr,Pagans,data/audio/fma_096766.mp3,data/lyrics/fma_096766.txt,Post-Punk
fma_096769,Protomartyr,Tarpeian Rock,data/audio/fma_096769.mp3,data/lyrics/fma_096769.txt,Post-Punk
fma_097043,KINGS OF THE CITY,Make Me Worse,data/audio/fma_097043.mp3,data/lyrics/fma_097043.txt,Hip-Hop
fma_097547,Malportado Kids,Soy La Pocha,data/audio/fma_097547.mp3,data/lyrics/fma_097547.txt,Techno
fma_097548,Malportado Kids,Fuego,data/audio/fma_097548.mp3,data/lyrics/fma_097548.txt,Techno
fma_097587,Olivia Chaney,Blessed Instant,data/audio/fma_097587.mp3,data/lyrics/fma_097587.txt,Singer-Songwriter
fma_097895,Dot Wiggin Band,If I Could Be Your Hero,data/audio/fma_097895.mp3,data/lyrics/fma_097895.txt,Rock
fma_097896,Dot Wiggin Band,Banana Bike,data/audio/fma_097896.mp3,data/lyrics/fma_097896.txt,Rock
fma_097899,Dot Wiggin Band,Speed Limit,data/audio/fma_097899.mp3,data/lyrics/fma_097899.txt,Rock
fma_098128,Infecticide,Dans mes rêves,data/audio/fma_098128.mp3,data/lyrics/fma_098128.txt,Electronic
fma_098557,Kellee Maize,Dancing With Lightning,data/audio/fma_098557.mp3,data/lyrics/fma_098557.txt,Hip-Hop
fma_098566,Hi-Rez,Poof,data/audio/fma_098566.mp3,data/lyrics/fma_098566.txt,Hip-Hop
fma_098567,Hi-Rez,Fuck The World,data/audio/fma_098567.mp3,data/lyrics/fma_098567.txt,Hip-Hop
fma_098613,KINGS OF THE CITY,Listen To The Old Man,data/audio/fma_098613.mp3,data/lyrics/fma_098613.txt,Hip-Hop
fma_098614,KINGS OF THE CITY,Grave Digger,data/audio/fma_098614.mp3,data/lyrics/fma_098614.txt,Hip-Hop
fma_098615,KINGS OF THE CITY,Make Me Worse,data/audio/fma_098615.mp3,data/lyrics/fma_098615.txt,Hip-Hop
fma_098616,KINGS OF THE CITY,Please Tell Me,data/audio/fma_098616.mp3,data/lyrics/fma_098616.txt,Hip-Hop
fma_098617,KINGS OF THE CITY,Mad Men,data/audio/fma_098617.mp3,data/lyrics/fma_098617.txt,Hip-Hop
fma_098618,KINGS OF THE CITY,Forest of Babylon,data/audio/fma_098618.mp3,data/lyrics/fma_098618.txt,Hip-Hop
fma_098619,KINGS OF THE CITY,Mad Men,data/audio/fma_098619.mp3,data/lyrics/fma_098619.txt,Hip-Hop
fma_098620,KINGS OF THE CITY,Forest of Babylon,data/audio/fma_098620.mp3,data/lyrics/fma_098620.txt,Hip-Hop
fma_098621,KINGS OF THE CITY,Haribos,data/audio/fma_098621.mp3,data/lyrics/fma_098621.txt,Hip-Hop
fma_098622,KINGS OF THE CITY,The Devil,data/audio/fma_098622.mp3,data/lyrics/fma_098622.txt,Hip-Hop
fma_098623,KINGS OF THE CITY,Dust at the Heel of Horror,data/audio/fma_098623.mp3,data/lyrics/fma_098623.txt,Hip-Hop
fma_098624,KINGS OF THE CITY,Please Tell Me,data/audio/fma_098624.mp3,data/lyrics/fma_098624.txt,Hip-Hop
fma_098625,KINGS OF THE CITY,Woman,data/audio/fma_098625.mp3,data/lyrics/fma_098625.txt,Hip-Hop
fma_098626,KINGS OF THE CITY,Holloway Hotel,data/audio/fma_098626.mp3,data/lyrics/fma_098626.txt,Hip-Hop
fma_098627,KINGS OF THE CITY,Rosalita,data/audio/fma_098627.mp3,data/lyrics/fma_098627.txt,Hip-Hop
fma_098628,KINGS OF THE CITY,Grave Digger,data/audio/fma_098628.mp3,data/lyrics/fma_098628.txt,Hip-Hop
fma_103523,Novi Split,Hollow Notes,data/audio/fma_103523.mp3,data/lyrics/fma_103523.txt,Soundtrack
fma_104064,Boogarins,Avalanche,data/audio/fma_104064.mp3,data/lyrics/fma_104064.txt,Pop
fma_104065,Boogarins,Despreocupar,data/audio/fma_104065.mp3,data/lyrics/fma_104065.txt,Pop
fma_104066,Boogarins,Hoje Aprendi de Verdade,data/audio/fma_104066.mp3,data/lyrics/fma_104066.txt,Pop
fma_104068,Boogarins,Infinu,data/audio/fma_104068.mp3,data/lyrics/fma_104068.txt,Pop
fma_104072,Overlake,Travelogue,data/audio/fma_104072.mp3,data/lyrics/fma_104072.txt,Rock
fma_104688,Kristeen Young,Commit Adultery,data/audio/fma_104688.mp3,data/lyrics/fma_104688.txt,Post-Punk
fma_104689,Kristeen Young,This Is War,data/audio/fma_104689.mp3,data/lyrics/fma_104689.txt,Post-Punk
fma_105096,Live Fast Die,Weapons,data/audio/fma_105096.mp3,data/lyrics/fma_105096.txt,Punk
fma_105956,Priests,Right Wing,data/audio/fma_105956.mp3,data/lyrics/fma_105956.txt,Punk
fma_105958,Priests,Leave Me Alone,data/audio/fma_105958.mp3,data/lyrics/fma_105958.txt,Punk
fma_105962,Priests,Doctor,data/audio/fma_105962.mp3,data/lyrics/fma_105962.txt,Punk
fma_105963,Priests,And Breeding,data/audio/fma_105963.mp3,data/lyrics/fma_105963.txt,Punk
fma_106339,Julie Byrne,Marmalade,data/audio/fma_106339.mp3,data/lyrics/fma_106339.txt,Folk
fma_106340,Julie Byrne,Prism Song,data/audio/fma_106340.mp3,data/lyrics/fma_106340.txt,Folk
fma_106341,Julie Byrne,Emeralds,data/audio/fma_106341.mp3,data/lyrics/fma_106341.txt,Folk
fma_106342,Julie Byrne,Holiday,data/audio/fma_106342.mp3,data/lyrics/fma_106342.txt,Folk
fma_106343,Julie Byrne,Melting Grid,data/audio/fma_106343.mp3,data/lyrics/fma_106343.txt,Folk
fma_106864,Ed Schrader's Music Beat,Laughing,data/audio/fma_106864.mp3,data/lyrics/fma_106864.txt,Rock
fma_106953,Mutilation Rites,Black Pyramid,data/audio/fma_106953.mp3,data/lyrics/fma_106953.txt,Metal
fma_106954,Mutilation Rites,Exhaling Or Breathing In,data/audio/fma_106954.mp3,data/lyrics/fma_106954.txt,Metal
fma_106955,Mutilation Rites,Contaminate,data/audio/fma_106955.mp3,data/lyrics/fma_106955.txt,Metal
fma_106956,Mutilation Rites,Suffer The Children,data/audio/fma_106956.mp3,data/lyrics/fma_106956.txt,Metal
fma_107018,Alaclair Ensemble,DOUGH LARGE,data/audio/fma_107018.mp3,data/lyrics/fma_107018.txt,Hip-Hop
fma_107020,Alaclair Ensemble,3 POINT,data/audio/fma_107020.mp3,data/lyrics/fma_107020.txt,Hip-Hop
fma_107024,Alaclair Ensemble,LES GNOMES,data/audio/fma_107024.mp3,data/lyrics/fma_107024.txt,Hip-Hop
fma_107025,Alaclair Ensemble,STM LIGNE MAUVE PART 1,data/audio/fma_107025.mp3,data/lyrics/fma_107025.txt,Hip-Hop
fma_107026,Alaclair Ensemble,CHIEN,data/audio/fma_107026.mp3,data/lyrics/fma_107026.txt,Hip-Hop
fma_107027,Alaclair Ensemble,LICORNES,data/audio/fma_107027.mp3,data/lyrics/fma_107027.txt,Hip-Hop
fma_107030,Alaclair Ensemble,BACKSTAGE,data/audio/fma_107030.mp3,data/lyrics/fma_107030.txt,Hip-Hop
fma_107031,Alaclair Ensemble,POUR TOI STIVON,data/audio/fma_107031.mp3,data/lyrics/fma_107031.txt,Hip-Hop
fma_107077,Nox Boys,Military School,data/audio/fma_107077.mp3,data/lyrics/fma_107077.txt,Garage
fma_107854,Dr. Mindflip,All time low,data/audio/fma_107854.mp3,data/lyrics/fma_107854.txt,Avant-Garde
fma_107856,Dr. Mindflip,Grey day,data/audio/fma_107856.mp3,data/lyrics/fma_107856.txt,Avant-Garde
fma_108078,Viva Belgrado,Crisálida,data/audio/fma_108078.mp3,data/lyrics/fma_108078.txt,Post-Rock
fma_108079,Viva Belgrado,Uróboros,data/audio/fma_108079.mp3,data/lyrics/fma_108079.txt,Post-Rock
fma_108293,Celebration,I will Not Fall,data/audio/fma_108293.mp3,data/lyrics/fma_108293.txt,Psych-Rock
fma_108294,Celebration,Great Pyramid,data/audio/fma_108294.mp3,data/lyrics/fma_108294.txt,Psych-Rock
fma_108295,Celebration,Open Your Heart,data/audio/fma_108295.mp3,data/lyrics/fma_108295.txt,Psych-Rock
fma_108297,Celebration,Battles,data/audio/fma_108297.mp3,data/lyrics/fma_108297.txt,Psych-Rock
fma_108456,Miracles of Modern Science,Ahem,data/audio/fma_108456.mp3,data/lyrics/fma_108456.txt,Pop
fma_108457,Miracles of Modern Science,Dear Pressure,data/audio/fma_108457.mp3,data/lyrics/fma_108457.txt,Pop
fma_108460,Miracles of Modern Science,The Singularity,data/audio/fma_108460.mp3,data/lyrics/fma_108460.txt,Pop
fma_108461,Miracles of Modern Science,Physics Is Our Business,data/audio/fma_108461.mp3,data/lyrics/fma_108461.txt,Pop
fma_109477,Rachel Ries,Standing Still,data/audio/fma_109477.mp3,data/lyrics/fma_109477.txt,Singer-Songwriter
fma_110856,Ultimate Painting,Ultimate Painting,data/audio/fma_110856.mp3,data/lyrics/fma_110856.txt,Rock
fma_110862,Ultimate Painting,Winter In Your Heart,data/audio/fma_110862.mp3,data/lyrics/fma_110862.txt,Rock
fma_111208,Be Forest,Ghost Dance,data/audio/fma_111208.mp3,data/lyrics/fma_111208.txt,Psych-Rock
fma_111209,Be Forest,Captured Heart,data/audio/fma_111209.mp3,data/lyrics/fma_111209.txt,Psych-Rock
fma_111210,Be Forest,Lost Boy,data/audio/fma_111210.mp3,data/lyrics/fma_111210.txt,Psych-Rock
fma_111211,Be Forest,Airwaves,data/audio/fma_111211.mp3,data/lyrics/fma_111211.txt,Psych-Rock
fma_111213,Be Forest,Sparkle,data/audio/fma_111213.mp3,data/lyrics/fma_111213.txt,Psych-Rock
fma_111665,Nots,Monochromatic,data/audio/fma_111665.mp3,data/lyrics/fma_111665.txt,Punk
fma_111671,Nots,Black Mold,data/audio/fma_111671.mp3,data/lyrics/fma_111671.txt,Punk
fma_111672,Nots,White Noise,data/audio/fma_111672.mp3,data/lyrics/fma_111672.txt,Punk
fma_111702,Ought,Gemini,data/audio/fma_111702.mp3,data/lyrics/fma_111702.txt,Post-Punk
fma_111704,Sloan,Three Sisters,data/audio/fma_111704.mp3,data/lyrics/fma_111704.txt,Garage
fma_111708,Ex Hex,How You Got That Girl,data/audio/fma_111708.mp3,data/lyrics/fma_111708.txt,Rock
fma_111709,Ex Hex,Beast,data/audio/fma_111709.mp3,data/lyrics/fma_111709.txt,Rock
fma_111938,Ebsa,Not Without a Fight,data/audio/fma_111938.mp3,data/lyrics/fma_111938.txt,Hip-Hop
fma_112318,Cloudkicker,Sky Guide,data/audio/fma_112318.mp3,data/lyrics/fma_112318.txt,Metal
fma_112340,Viva Belgrado,Báltica,data/audio/fma_112340.mp3,data/lyrics/fma_112340.txt,Hardcore
fma_112343,Viva Belgrado,Osario,data/audio/fma_112343.mp3,data/lyrics/fma_112343.txt,Hardcore
fma_112344,Viva Belgrado,Catedrales,data/audio/fma_112344.mp3,data/lyrics/fma_112344.txt,Hardcore
fma_112349,Viva Belgrado,Reykjavík,data/audio/fma_112349.mp3,data/lyrics/fma_112349.txt,Hardcore
fma_112350,Viva Belgrado,El Gran Danés,data/audio/fma_112350.mp3,data/lyrics/fma_112350.txt,Hardcore
fma_112586,Simon Panrucker,Leave My Nuts Alone,data/audio/fma_112586.mp3,data/lyrics/fma_112586.txt,Holiday
fma_112790,Pyrn,Counting Sundays,data/audio/fma_112790.mp3,data/lyrics/fma_112790.txt,Experimental
fma_113276,Tamara Laurel,Sweet,data/audio/fma_113276.mp3,data/lyrics/fma_113276.txt,International
fma_113342,Mia Doi Todd,Paraty,data/audio/fma_113342.mp3,data/lyrics/fma_113342.txt,Folk
fma_113344,Mia Doi Todd,Wainiha Valley,data/audio/fma_113344.mp3,data/lyrics/fma_113344.txt,Folk
fma_113348,Chicano Batman,Cycles of Existential Rhyme,data/audio/fma_113348.mp3,data/lyrics/fma_113348.txt,Funk
fma_113349,Chicano Batman,La Samoana,data/audio/fma_113349.mp3,data/lyrics/fma_113349.txt,Funk
fma_113354,Chicano Batman,Para Agradecer,data/audio/fma_113354.mp3,data/lyrics/fma_113354.txt,Funk
fma_113355,Chicano Batman,Soniatl,data/audio/fma_113355.mp3,data/lyrics/fma_113355.txt,Funk
fma_114199,Fallen to Flux,Living With The Pain,data/audio/fma_114199.mp3,data/lyrics/fma_114199.txt,Metal
fma_114388,Quaro,Mutter,data/audio/fma_114388.mp3,data/lyrics/fma_114388.txt,Dubstep
fma_116883,Joan Shelley,Something Small,data/audio/fma_116883.mp3,data/lyrics/fma_116883.txt,Folk
fma_116884,Joan Shelley,River Low,data/audio/fma_116884.mp3,data/lyrics/fma_116884.txt,Folk
fma_118649,Cullah,Dueling Duality,data/audio/fma_118649.mp3,data/lyrics/fma_118649.txt,Blues
fma_118650,Cullah,Riverse,data/audio/fma_118650.mp3,data/lyrics/fma_118650.txt,Blues
fma_118651,Cullah,The Fallow Fellow,data/audio/fma_118651.mp3,data/lyrics/fma_118651.txt,Blues
fma_118652,Cullah,Neurosis Of The Liver,data/audio/fma_118652.mp3,data/lyrics/fma_118652.txt,Blues
fma_118654,Cullah,Where You Do Belong,data/audio/fma_118654.mp3,data/lyrics/fma_118654.txt,Blues
fma_118655,Cullah,Rocket Mon,data/audio/fma_118655.mp3,data/lyrics/fma_118655.txt,Blues
fma_118656,Cullah,Gone Away,data/audio/fma_118656.mp3,data/lyrics/fma_118656.txt,Blues
fma_118657,Cullah,To The Rhythm of the Funk,data/audio/fma_118657.mp3,data/lyrics/fma_118657.txt,Blues
fma_118658,Cullah,No Home,data/audio/fma_118658.mp3,data/lyrics/fma_118658.txt,Blues
fma_120183,Math and Physics Club,Graduation Day,data/audio/fma_120183.mp3,data/lyrics/fma_120183.txt,Experimental Pop
fma_120198,Math and Physics Club,Everybody Lies,data/audio/fma_120198.mp3,data/lyrics/fma_120198.txt,Experimental Pop
fma_121312,Coin Locker Kid,cloud cover,data/audio/fma_121312.mp3,data/lyrics/fma_121312.txt,Alternative Hip-Hop
fma_121315,Coin Locker Kid,sollerod fascists,data/audio/fma_121315.mp3,data/lyrics/fma_121315.txt,Alternative Hip-Hop
fma_121316,Coin Locker Kid,prometheus,data/audio/fma_121316.mp3,data/lyrics/fma_121316.txt,Alternative Hip-Hop
fma_121317,Coin Locker Kid,return to malice,data/audio/fma_121317.mp3,data/lyrics/fma_121317.txt,Alternative Hip-Hop
fma_121319,Coin Locker Kid,the monorail,data/audio/fma_121319.mp3,data/lyrics/fma_121319.txt,Alternative Hip-Hop
fma_121321,Coin Locker Kid,annabelle,data/audio/fma_121321.mp3,data/lyrics/fma_121321.txt,Alternative Hip-Hop
fma_121322,Coin Locker Kid,crumbs,data/audio/fma_121322.mp3,data/lyrics/fma_121322.txt,Alternative Hip-Hop
fma_121323,Coin Locker Kid,idiotik,data/audio/fma_121323.mp3,data/lyrics/fma_121323.txt,Alternative Hip-Hop
fma_121570,Spider Bags,Japanese Vacation,data/audio/fma_121570.mp3,data/lyrics/fma_121570.txt,Punk
fma_121833,Mikal Cronin,Turn Around,data/audio/fma_121833.mp3,data/lyrics/fma_121833.txt,Rock
fma_121866,The Britemores,Perfect Day,data/audio/fma_121866.mp3,data/lyrics/fma_121866.txt,Rock
fma_122183,Vitamin Pets,Dream Sequence,data/audio/fma_122183.mp3,data/lyrics/fma_122183.txt,Rock
fma_122883,Bessie Smith,My Sweetie Went Away,data/audio/fma_122883.mp3,data/lyrics/fma_122883.txt,Old-Time / Historic
fma_123428,Ex Hex,Waste Your Time,data/audio/fma_123428.mp3,data/lyrics/fma_123428.txt,Punk
fma_123429,Ex Hex,New Kid,data/audio/fma_123429.mp3,data/lyrics/fma_123429.txt,Punk
fma_123430,Ex Hex,Beast,data/audio/fma_123430.mp3,data/lyrics/fma_123430.txt,Punk
fma_123431,Ex Hex,Radio On,data/audio/fma_123431.mp3,data/lyrics/fma_123431.txt,Punk
fma_123432,Ex Hex,Everywhere,data/audio/fma_123432.mp3,data/lyrics/fma_123432.txt,Punk
fma_125482,Worriers,Plans,data/audio/fma_125482.mp3,data/lyrics/fma_125482.txt,Punk
fma_125486,Worriers,Most Space,data/audio/fma_125486.mp3,data/lyrics/fma_125486.txt,Punk
fma_126031,Palmyra Delran,Shy Boy,data/audio/fma_126031.mp3,data/lyrics/fma_126031.txt,Rock
fma_126398,Shy Kids,Spirituals,data/audio/fma_126398.mp3,data/lyrics/fma_126398.txt,Experimental Pop
fma_126399,Shy Kids,Ouroboros,data/audio/fma_126399.mp3,data/lyrics/fma_126399.txt,Experimental Pop
fma_126400,Shy Kids,Terminally in Love With You,data/audio/fma_126400.mp3,data/lyrics/fma_126400.txt,Experimental Pop
fma_126401,Shy Kids,Flow Thru Another,data/audio/fma_126401.mp3,data/lyrics/fma_126401.txt,Experimental Pop
fma_126402,Shy Kids,Baldwin,data/audio/fma_126402.mp3,data/lyrics/fma_126402.txt,Experimental Pop
fma_126403,Shy Kids,Forest Friends,data/audio/fma_126403.mp3,data/lyrics/fma_126403.txt,Experimental Pop
fma_126404,Shy Kids,Which Wine?,data/audio/fma_126404.mp3,data/lyrics/fma_126404.txt,Experimental Pop
fma_126406,Shy Kids,Noodie,data/audio/fma_126406.mp3,data/lyrics/fma_126406.txt,Experimental Pop
fma_126407,Shy Kids,Junk Mail,data/audio/fma_126407.mp3,data/lyrics/fma_126407.txt,Experimental Pop
fma_126666,Sleep Out,Graceland Cemetery,data/audio/fma_126666.mp3,data/lyrics/fma_126666.txt,Rock
fma_126957,Mi Nave,Remera de Dios,data/audio/fma_126957.mp3,data/lyrics/fma_126957.txt,New Wave
fma_126959,Mi Nave,Rotonda,data/audio/fma_126959.mp3,data/lyrics/fma_126959.txt,New Wave
fma_126962,Mi Nave,Matt Damon,data/audio/fma_126962.mp3,data/lyrics/fma_126962.txt,New Wave
fma_126963,Mi Nave,Palmeras,data/audio/fma_126963.mp3,data/lyrics/fma_126963.txt,New Wave
fma_126964,Mi Nave,Crocante,data/audio/fma_126964.mp3,data/lyrics/fma_126964.txt,New Wave
fma_127285,Myndra,Oceans Now,data/audio/fma_127285.mp3,data/lyrics/fma_127285.txt,Pop
fma_127297,"Oh Yeah, the Future",The Pursuit of Unintentional Humor,data/audio/fma_127297.mp3,data/lyrics/fma_127297.txt,Pop
fma_127300,"Oh Yeah, the Future",Lackadaisical,data/audio/fma_127300.mp3,data/lyrics/fma_127300.txt,Pop
fma_127545,Droopies,Below,data/audio/fma_127545.mp3,data/lyrics/fma_127545.txt,Psych-Rock
fma_127546,Droopies,Danger Ahead,data/audio/fma_127546.mp3,data/lyrics/fma_127546.txt,Psych-Rock
fma_127547,Droopies,Good Side,data/audio/fma_127547.mp3,data/lyrics/fma_127547.txt,Psych-Rock
fma_127548,Droopies,Power of Suggestion,data/audio/fma_127548.mp3,data/lyrics/fma_127548.txt,Psych-Rock
fma_127549,Droopies,Even Better,data/audio/fma_127549.mp3,data/lyrics/fma_127549.txt,Psych-Rock
fma_127551,Droopies,One to Seven,data/audio/fma_127551.mp3,data/lyrics/fma_127551.txt,Psych-Rock
fma_127552,Droopies,What You Know,data/audio/fma_127552.mp3,data/lyrics/fma_127552.txt,Psych-Rock
fma_127553,Droopies,How Low Can You Go,data/audio/fma_127553.mp3,data/lyrics/fma_127553.txt,Psych-Rock
fma_127554,Droopies,Bad Form,data/audio/fma_127554.mp3,data/lyrics/fma_127554.txt,Psych-Rock
fma_127555,Droopies,Turn,data/audio/fma_127555.mp3,data/lyrics/fma_127555.txt,Psych-Rock
fma_127556,Droopies,Pressure,data/audio/fma_127556.mp3,data/lyrics/fma_127556.txt,Psych-Rock
fma_127557,Droopies,Outside,data/audio/fma_127557.mp3,data/lyrics/fma_127557.txt,Psych-Rock
fma_127558,Droopies,Half a Doubt,data/audio/fma_127558.mp3,data/lyrics/fma_127558.txt,Psych-Rock
fma_127559,Droopies,High Hopes,data/audio/fma_127559.mp3,data/lyrics/fma_127559.txt,Psych-Rock
fma_127909,Gingerlys,Playgrounds,data/audio/fma_127909.mp3,data/lyrics/fma_127909.txt,Pop
fma_127911,Gingerlys,Elsewhere,data/audio/fma_127911.mp3,data/lyrics/fma_127911.txt,Pop
fma_127912,Gingerlys,Incandescent,data/audio/fma_127912.mp3,data/lyrics/fma_127912.txt,Pop
